,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250
0,0.0,0.0,0.0,4e-06,0.0001,0.0001,0.0001,0.000576,0.000576,0.0010890000000000001,0.002116,0.002116,0.002304,0.002304,0.002025,0.002025,0.002025,0.002304,0.002116,0.002116,0.002116,0.003249,0.003249,0.003249,0.0031360000000000003,0.0031360000000000003,0.003249,0.003249,0.003249,0.0033640000000000002,0.0033640000000000002,0.0033640000000000002,0.0033640000000000002,0.0034810000000000006,0.0034810000000000006,0.0033640000000000002,0.0033640000000000002,0.0033640000000000002,0.0033640000000000002,0.0034810000000000006,0.0034810000000000006,0.0034810000000000006,0.0034810000000000006,0.0034810000000000006,0.0036000000000000008,0.0036000000000000008,0.0036000000000000008,0.0036000000000000008,0.0036000000000000008,0.0036000000000000008,0.0036000000000000008,0.0036000000000000008,0.0036000000000000008,0.0036000000000000008,0.0036000000000000008,0.0036000000000000008,0.0036000000000000008,0.0034810000000000006,0.0034810000000000006,0.0034810000000000006,0.0036000000000000008,0.0034810000000000006,0.003249,0.0036000000000000008,0.0036,0.0034809999999999997,0.0034809999999999997,0.003249,0.003249,0.003249,0.003249,0.003249,0.003249,0.003249,0.003249,0.0031360000000000003,0.003025,0.0031360000000000003,0.003025,0.0033640000000000002,0.0033640000000000002,0.003249,0.0031360000000000003,0.0031360000000000003,0.0031360000000000003,0.0031360000000000003,0.0031360000000000003,0.0031360000000000003,0.0031360000000000003,0.0031360000000000003,0.0031360000000000003,0.0031360000000000003,0.0031360000000000003,0.0031360000000000003,0.0031360000000000003,0.0031360000000000003,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025,0.003025
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0004,0.000361,4.9000000000000005e-05,0.00016900000000000004,0.00016900000000000004,8.100000000000002e-05,8.100000000000002e-05,4.9000000000000005e-05,4.9000000000000005e-05,2.5e-05,4.9000000000000005e-05,3.6e-05,3.6e-05,6.4e-05,4.9000000000000005e-05,8.100000000000002e-05,9.999999999999996e-05,0.00044100000000000004,0.00048399999999999995,0.0009609999999999999,0.0009609999999999999,0.0009609999999999999,0.00048399999999999995,0.00028900000000000003,0.000529,0.0012960000000000003,0.0012960000000000003,0.001024,0.001024,0.001024,0.0006760000000000002,0.0013689999999999998,0.000529,0.000576,0.00044100000000000004,0.000529,0.000361,0.000361,0.00028900000000000003,0.000256,0.00028900000000000003,0.000256,0.00028900000000000003,0.000361,0.000361,0.000529,0.000576,0.000576,0.0004,0.000576,0.000676,0.000676,0.0007840000000000001,0.0007840000000000001,0.0007289999999999999,0.000576,0.000529,0.0009609999999999999,0.0009,0.0009609999999999999,0.0007289999999999999,0.0007289999999999999,0.0007289999999999999,0.000576,0.000576,0.000576,0.000576,0.000676,0.000676,0.000676,0.000676,0.0007839999999999999,0.0007839999999999999,0.0007839999999999999,0.000676,0.0008409999999999998,0.0007839999999999999,0.000676,0.0007289999999999999,0.0007289999999999999,0.0009,0.0009,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0009,0.0009,0.0008409999999999998,0.0007840000000000001,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0009,0.0009,0.0009,0.0009,0.0008409999999999998,0.0008409999999999998,0.0009,0.0009,0.0009,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009609999999999999,0.0009609999999999999,0.0009609999999999999,0.0009609999999999999,0.0009609999999999999,0.0009609999999999999,0.0009609999999999999,0.0009609999999999999,0.0009,0.0009,0.0009,0.0009609999999999999,0.0008410000000000001,0.0009,0.0009,0.0009,0.0008409999999999998,0.0008409999999999998,0.0007289999999999999,0.0007289999999999999,0.0007289999999999999,0.0007840000000000001,0.0007840000000000001,0.0008410000000000001,0.0009,0.0009,0.0009,0.0009609999999999999,0.0009609999999999999,0.0009,0.0009,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998,0.0008409999999999998
2,0.0,0.000529,0.000529,0.000529,0.000529,0.000576,8.099999999999999e-05,0.0011560000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.00044099999999999993,0.00044099999999999993,0.0006250000000000001,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00044099999999999993,0.00044099999999999993,0.000529,0.0004840000000000001,0.0004840000000000001,0.0004840000000000001,0.00044100000000000004,0.00048399999999999995,0.0004,0.0004,0.00032400000000000007,0.00032400000000000007,0.000225,0.000225,0.00016900000000000004,0.000256,0.00016900000000000004,0.00016900000000000004,0.000256,0.0006760000000000002,0.000256,0.00032400000000000007,0.000361,0.000576,0.000576,0.000576,0.0006249999999999999,0.00044099999999999993,0.00044099999999999993,0.00048399999999999995,0.000361,0.000361,0.00032399999999999996,0.00032399999999999996,0.00028900000000000003,0.00016900000000000004,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.00032399999999999996,0.00032399999999999996,0.00032399999999999996,0.0003610000000000001,0.0003610000000000001,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.00032399999999999996,0.00032399999999999996,0.00032399999999999996,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.000256,0.000256,0.000256,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007
3,0.0,0.0,1e-06,0.000144,0.000144,1e-06,0.0,0.0,0.0,0.0,4e-06,4e-06,4e-06,4e-06,6.4e-05,4e-06,0.0007839999999999999,0.0007839999999999999,0.0009609999999999999,0.001024,0.000225,0.000225,0.00016900000000000004,0.000256,0.00019600000000000002,0.00019600000000000002,0.00044099999999999993,0.00016900000000000004,0.000225,0.000225,0.0010890000000000001,0.0010890000000000001,0.0010890000000000001,0.0011560000000000001,0.0011560000000000001,0.0011560000000000001,8.100000000000002e-05,8.100000000000002e-05,0.00019600000000000002,0.000576,0.000576,0.000169,0.00019600000000000002,0.00019600000000000002,0.000169,0.000169,0.000361,0.000361,0.0004840000000000001,0.0004840000000000001,0.0006760000000000002,0.0006760000000000002,0.0009000000000000002,0.0007289999999999999,0.0006760000000000002,0.0006250000000000001,0.0006760000000000002,0.000576,0.0006250000000000001,0.0006250000000000001,0.0007290000000000002,0.0006250000000000001,0.0006250000000000001,0.0007840000000000001,0.0007289999999999999,0.0009609999999999999,0.0009,0.0009,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007289999999999999,0.000676,0.0006250000000000001,0.0006250000000000001,0.000576,0.000576,0.000576,0.000576,0.000576,0.000529,0.000529,0.00048399999999999995,0.000576,0.000576,0.000576,0.000576,0.000576,0.000576,0.000576,0.000576,0.000576,0.000576,0.000576,0.000576,0.000529,0.000529,0.000529,0.000529,0.000529,0.000576,0.000576,0.000576,0.000576,0.000576,0.000576,0.000576,0.000576,0.000576,0.000576,0.000576,0.000576,0.000576,0.000576,0.000576,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529
4,0.0,0.0,0.0,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0,0.0007840000000000001,0.0026009999999999996,0.0016810000000000002,0.0,0.0,3.6e-05,0.0032489999999999993,8.099999999999999e-05,8.099999999999999e-05,0.0019359999999999998,0.0019359999999999998,0.003721,0.002209,0.002209,0.002209,0.002209,0.0013690000000000004,0.0016810000000000002,0.00044100000000000004,0.00044100000000000004,0.0009,0.0009,0.0009,0.0009,0.0009,0.0009,0.0007290000000000002,0.0007290000000000002,0.0007290000000000002,0.0007290000000000002,0.0004840000000000001,0.0006760000000000002,0.0006760000000000002,0.000576,0.00044100000000000004,0.0010890000000000001,0.0010890000000000001,0.000529,0.000529,0.0007290000000000002,0.0007290000000000002,0.0004840000000000001,0.0004840000000000001,0.000529,0.0004840000000000001,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.0007289999999999999,0.0007289999999999999,0.0009,0.0009609999999999999,0.0009,0.0010890000000000001,0.0011560000000000001,0.0010890000000000001,0.0012250000000000002,0.0014440000000000004,0.0016,0.0016,0.001521,0.0016810000000000002,0.0018489999999999997,0.0013690000000000004,0.0013690000000000004,0.0013690000000000004,0.0013690000000000004,0.0013690000000000004,0.0013690000000000004,0.0013690000000000004,0.0014440000000000004,0.0013690000000000004,0.0013690000000000004,0.0013690000000000004,0.0013690000000000004,0.0013690000000000004,0.0013690000000000004,0.0013690000000000004,0.0013690000000000004,0.0013690000000000004,0.0013690000000000004,0.0013690000000000004,0.0013690000000000004,0.0013690000000000004,0.0010890000000000001,0.0009609999999999999,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0008410000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-05,0.0004,0.0004,9e-06,0.000676,0.000676,0.002025,0.002025,0.00044099999999999993,0.00012099999999999999,0.0007289999999999998,0.0001,0.000225,3.6e-05,3.6e-05,0.0006250000000000001,0.0008410000000000001,0.000361,0.000361,0.000361,0.000361,0.0004,0.00032399999999999996,0.00032399999999999996,0.00032399999999999996,0.00032399999999999996,0.00032399999999999996,0.00032399999999999996,0.0016,0.0016,0.0016,0.0019359999999999998,0.001444,0.002116,0.002025,0.0019359999999999998,0.0019359999999999998,0.001521,0.002116,0.0013690000000000004,0.0009609999999999999,0.0007289999999999999,0.0007289999999999999,0.0007289999999999999,0.0006249999999999999,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007289999999999999,0.0007289999999999999,0.0007289999999999999,0.0007289999999999999,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0006760000000000002,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0007289999999999999,0.0007290000000000002,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.000529,0.0004840000000000001,0.000529,0.000529,0.00044100000000000004,0.0004840000000000001,0.0004840000000000001,0.00044100000000000004,0.00044100000000000004,0.0004840000000000001,0.000529,0.00048399999999999995,0.00048399999999999995,0.000676,0.000676,0.000676,0.000676,0.0008410000000000003,0.0007289999999999999,0.0007289999999999999,0.0007289999999999999,0.000529,0.000576,0.0006250000000000001,0.000576,0.0006250000000000001,0.0006250000000000001,0.0008410000000000001,0.0007839999999999999,0.0007289999999999999,0.0007840000000000001,0.0007289999999999999,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0007840000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.000676,0.000676,0.000529,0.00048399999999999995,0.0004,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00044100000000000004,0.00044100000000000004,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995
