,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,0.0,0.00048399999999999995,0.00032399999999999996,0.00032399999999999996,0.000676,0.000676,0.005929,0.0018489999999999997,0.0043560000000000005,0.0016,0.0016,0.0004,0.0004,0.0006250000000000001,0.0006250000000000001,0.0006250000000000001,0.0007290000000000002,0.0007290000000000002,0.000676,0.000676,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,0.00048399999999999995,6.4e-05,6.4e-05,2.5e-05,8.099999999999999e-05,3.6e-05,4.9000000000000005e-05,8.100000000000002e-05,3.6e-05,4.9000000000000005e-05,4.9000000000000005e-05,4e-06,4e-06,1e-06,1e-06,1e-06,4e-06,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.000576,0.00012099999999999999,0.00012099999999999999,0.00012099999999999999,0.00012099999999999999,0.00012099999999999999,0.00012099999999999999,0.00012099999999999999,0.00012099999999999999,0.00012099999999999999,0.00012099999999999999,0.00012099999999999999,0.00012099999999999999,0.00012099999999999999,0.00012099999999999999,0.00012099999999999999,0.00012099999999999999,0.00012099999999999999,0.00012099999999999999,0.00012099999999999999,0.00012099999999999999,0.00012099999999999999,0.00012099999999999999,0.00012099999999999999,8.099999999999999e-05,8.099999999999999e-05,8.099999999999999e-05,4.9000000000000005e-05,2.5e-05,1e-06,9e-06,9e-06,4e-06,9e-06,9e-06,9e-06,4e-06,4e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
2,0.0,1e-06,1e-06,0.005929,0.005929,0.000529,0.000529,0.0009609999999999999,0.0019359999999999998,0.0019359999999999998,0.0018489999999999997,0.000361,0.000225,0.000225,0.000225,0.000225,0.000144,0.000144,0.000144,0.000144,0.00019600000000000002,0.000169,1.6e-05,0.000256,2.5e-05,4.9000000000000005e-05,3.6e-05,3.6e-05,3.6e-05,3.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,9e-06,9e-06,9e-06,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-05,2.5e-05,8.100000000000002e-05,8.100000000000002e-05,3.6e-05,3.6e-05,3.6e-05,4e-06,4e-06,0.00032399999999999996,0.00019599999999999997,0.00012099999999999999,0.00032399999999999996,0.00028900000000000003,0.00032400000000000007,0.00032400000000000007,0.00032400000000000007,0.0004,0.0004,0.00028900000000000003,0.000225,0.000225,0.00010000000000000005,0.00012099999999999999,0.00012099999999999999,0.00012099999999999999,0.00012099999999999999,0.00012099999999999999,4.9000000000000005e-05,4.9000000000000005e-05,2.5e-05,2.5e-05,2.5e-05,2.5e-05,2.5e-05,0.0,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,4.9000000000000005e-05,4.9000000000000005e-05,0.0012959999999999998,0.0012959999999999998,0.0012959999999999998,0.0013689999999999998,0.0013689999999999998,0.0017640000000000002,0.0017640000000000002,0.0017640000000000002,0.0017640000000000002,0.0017640000000000002,0.0017640000000000002,0.0017640000000000002,0.0012960000000000003,0.0014440000000000004,0.0013690000000000004,0.0009000000000000002,0.0009000000000000002,0.00048399999999999995,0.00048399999999999995,2.5e-05,2.5e-05,3.6e-05,3.6e-05,3.6e-05,3.6e-05,4.9000000000000005e-05,4.9000000000000005e-05,4.9000000000000005e-05,3.6e-05,3.6e-05,3.6e-05,3.6e-05,2.5e-05,2.5e-05,4e-06,1e-06,1e-06,4e-06,1.6e-05,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.002116,0.002116,0.0016,0.000576,0.000576,0.000576,0.000576,0.00044099999999999993,0.00032400000000000007,0.0004,0.0004,0.00032400000000000007,0.000256,0.000256,0.000256,0.000256,0.00019599999999999997,0.00019599999999999997,0.000225,0.00019599999999999997,0.00019599999999999997,0.00019599999999999997,0.00019599999999999997,0.00019599999999999997,0.00016900000000000004,0.000144,0.00012099999999999999,9.999999999999996e-05,9.999999999999996e-05,6.4e-05,6.4e-05,6.4e-05,6.4e-05,2.5e-05,1e-06,9e-06,0.0,1e-06,1e-06,1.6e-05,1.6e-05,4e-06,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,9e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-05,2.5e-05,2.5e-05,2.5e-05,0.0,6.4e-05,6.4e-05,6.4e-05,6.4e-05,6.4e-05,6.4e-05,6.4e-05,0.00012099999999999999,0.00012099999999999999,0.00012099999999999999,0.000169,0.000169,8.099999999999999e-05,0.00012099999999999999,8.099999999999999e-05,8.099999999999999e-05,8.099999999999999e-05,8.099999999999999e-05,3.6e-05,3.6e-05,3.6e-05,3.6e-05,2.5e-05,2.5e-05,1.6e-05,1.6e-05,0.0,0.0,0.0,0.0,0.0,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,3.6e-05,3.6e-05,0.0012960000000000003,0.0012960000000000003,0.0012960000000000003,0.0012960000000000003,0.0012960000000000003,0.0012960000000000003,0.0012960000000000003,0.00028900000000000003,0.00028900000000000003,0.0001,0.0001,4.9000000000000005e-05,4.9000000000000005e-05,4.9000000000000005e-05,4.9000000000000005e-05,4.9000000000000005e-05,4.9000000000000005e-05,4.9000000000000005e-05,6.4e-05,4.9000000000000005e-05,4.9000000000000005e-05,8.100000000000002e-05,8.100000000000002e-05,8.100000000000002e-05,8.100000000000002e-05,8.100000000000002e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1.6e-05,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0009,0.0009,0.011663999999999999,0.0006760000000000002,0.0006760000000000002,0.0006760000000000002,0.0006760000000000002,0.0010890000000000001,0.0010890000000000001,0.0010890000000000001,0.0010890000000000001,0.0010890000000000001,0.0006760000000000002,0.0006760000000000002,0.000576,0.000576,0.000576,0.000576,0.00044099999999999993,0.000361,0.00019600000000000002,0.00028900000000000003,0.00028900000000000003,0.0001,0.0001,9.999999999999996e-05,9.999999999999996e-05,9.999999999999996e-05,0.00012099999999999999,4.9000000000000005e-05,0.00012099999999999999,8.100000000000002e-05,8.100000000000002e-05,6.4e-05,6.4e-05,6.4e-05,6.4e-05,6.4e-05,6.4e-05,6.4e-05,6.4e-05,6.4e-05,6.4e-05,6.4e-05,6.4e-05,6.4e-05,6.4e-05,6.4e-05,6.4e-05,6.4e-05,6.4e-05,6.4e-05,6.4e-05,6.4e-05,6.4e-05,6.4e-05,6.4e-05,4.9000000000000005e-05,3.6e-05,2.5e-05,9e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
